Date,Time,Temp (°C) c:1,Coupler Detached,Coupler Attached,Host Connected,Stopped,End Of File
16-07-22,6:10:00,25.21,,,,,
16-07-22,6:20:00,25.137,,,,,
16-07-22,6:30:00,25.113,,,,,
16-07-22,6:40:00,25.065,,,,,
16-07-22,6:50:00,25.04,,,,,
16-07-22,7:00:00,25.04,,,,,
16-07-22,7:10:00,25.065,,,,,
16-07-22,7:20:00,25.065,,,,,
16-07-22,7:30:00,25.04,,,,,
16-07-22,7:40:00,25.016,,,,,
16-07-22,7:50:00,25.016,,,,,
16-07-22,8:00:00,25.016,,,,,
16-07-22,8:10:00,24.992,,,,,
16-07-22,8:20:00,24.968,,,,,
16-07-22,8:30:00,24.992,,,,,
16-07-22,8:40:00,24.992,,,,,
16-07-22,8:50:00,25.04,,,,,
16-07-22,9:00:00,25.04,,,,,
16-07-22,9:10:00,25.04,,,,,
16-07-22,9:20:00,24.992,,,,,
16-07-22,9:30:00,25.016,,,,,
16-07-22,9:40:00,25.04,,,,,
16-07-22,9:50:00,25.113,,,,,
16-07-22,10:00:00,25.162,,,,,
16-07-22,10:10:00,25.283,,,,,
16-07-22,10:20:00,25.428,,,,,
16-07-22,10:30:00,25.501,,,,,
16-07-22,10:40:00,25.598,,,,,
16-07-22,10:50:00,25.695,,,,,
16-07-22,11:00:00,25.768,,,,,
16-07-22,11:10:00,25.89,,,,,
16-07-22,11:20:00,25.939,,,,,
16-07-22,11:30:00,26.061,,,,,
16-07-22,11:40:00,26.109,,,,,
16-07-22,11:50:00,26.231,,,,,
16-07-22,12:00:00,26.304,,,,,
16-07-22,12:10:00,26.573,,,,,
16-07-22,12:20:00,26.842,,,,,
16-07-22,12:30:00,26.965,,,,,
16-07-22,12:40:00,27.112,,,,,
16-07-22,12:50:00,27.333,,,,,
16-07-22,13:00:00,27.481,,,,,
16-07-22,13:10:00,27.579,,,,,
16-07-22,13:20:00,27.628,,,,,
16-07-22,13:30:00,27.677,,,,,
16-07-22,13:40:00,27.677,,,,,
16-07-22,13:50:00,27.653,,,,,
16-07-22,14:00:00,27.727,,,,,
16-07-22,14:10:00,27.899,,,,,
16-07-22,14:20:00,28.023,,,,,
16-07-22,14:30:00,28.072,,,,,
16-07-22,14:40:00,28.171,,,,,
16-07-22,14:50:00,28.171,,,,,
16-07-22,15:00:00,28.245,,,,,
16-07-22,15:10:00,28.196,,,,,
16-07-22,15:20:00,28.122,,,,,
16-07-22,15:30:00,28.171,,,,,
16-07-22,15:40:00,28.097,,,,,
16-07-22,15:50:00,28.097,,,,,
16-07-22,16:00:00,28.147,,,,,
16-07-22,16:10:00,28.097,,,,,
16-07-22,16:20:00,28.122,,,,,
16-07-22,16:30:00,28.023,,,,,
16-07-22,16:40:00,28.023,,,,,
16-07-22,16:50:00,27.998,,,,,
16-07-22,17:00:00,27.924,,,,,
16-07-22,17:10:00,27.899,,,,,
16-07-22,17:20:00,27.899,,,,,
16-07-22,17:30:00,27.85,,,,,
16-07-22,17:40:00,27.776,,,,,
16-07-22,17:50:00,27.727,,,,,
16-07-22,18:00:00,27.628,,,,,
16-07-22,18:10:00,27.554,,,,,
16-07-22,18:20:00,27.481,,,,,
16-07-22,18:30:00,27.407,,,,,
16-07-22,18:40:00,27.333,,,,,
16-07-22,18:50:00,27.284,,,,,
16-07-22,19:00:00,27.21,,,,,
16-07-22,19:10:00,27.136,,,,,
16-07-22,19:20:00,27.038,,,,,
16-07-22,19:30:00,26.965,,,,,
16-07-22,19:40:00,26.916,,,,,
16-07-22,19:50:00,26.842,,,,,
16-07-22,20:00:00,26.769,,,,,
16-07-22,20:10:00,26.695,,,,,
16-07-22,20:20:00,26.622,,,,,
16-07-22,20:30:00,26.598,,,,,
16-07-22,20:40:00,26.573,,,,,
16-07-22,20:50:00,26.549,,,,,
16-07-22,21:00:00,26.5,,,,,
16-07-22,21:10:00,26.475,,,,,
16-07-22,21:20:00,26.451,,,,,
16-07-22,21:30:00,26.378,,,,,
16-07-22,21:40:00,26.353,,,,,
16-07-22,21:50:00,26.256,,,,,
16-07-22,22:00:00,26.207,,,,,
16-07-22,22:10:00,26.158,,,,,
16-07-22,22:20:00,26.109,,,,,
16-07-22,22:30:00,26.085,,,,,
16-07-22,22:40:00,26.036,,,,,
16-07-22,22:50:00,25.987,,,,,
16-07-22,23:00:00,25.963,,,,,
16-07-22,23:10:00,25.939,,,,,
16-07-22,23:20:00,25.939,,,,,
16-07-22,23:30:00,25.914,,,,,
16-07-22,23:40:00,25.89,,,,,
16-07-22,23:50:00,25.866,,,,,
17-07-22,0:00:00,25.841,,,,,
17-07-22,0:10:00,25.817,,,,,
17-07-22,0:20:00,25.793,,,,,
17-07-22,0:30:00,25.744,,,,,
17-07-22,0:40:00,25.72,,,,,
17-07-22,0:50:00,25.695,,,,,
17-07-22,1:00:00,25.695,,,,,
17-07-22,1:10:00,25.671,,,,,
17-07-22,1:20:00,25.647,,,,,
17-07-22,1:30:00,25.623,,,,,
17-07-22,1:40:00,25.598,,,,,
17-07-22,1:50:00,25.574,,,,,
17-07-22,2:00:00,25.55,,,,,
17-07-22,2:10:00,25.525,,,,,
17-07-22,2:20:00,25.501,,,,,
17-07-22,2:30:00,25.477,,,,,
17-07-22,2:40:00,25.453,,,,,
17-07-22,2:50:00,25.453,,,,,
17-07-22,3:00:00,25.428,,,,,
17-07-22,3:10:00,25.38,,,,,
17-07-22,3:20:00,25.331,,,,,
17-07-22,3:30:00,25.307,,,,,
17-07-22,3:40:00,25.283,,,,,
17-07-22,3:50:00,25.283,,,,,
17-07-22,4:00:00,25.283,,,,,
17-07-22,4:10:00,25.283,,,,,
17-07-22,4:20:00,25.283,,,,,
17-07-22,4:30:00,25.258,,,,,
17-07-22,4:40:00,25.234,,,,,
17-07-22,4:50:00,25.21,,,,,
17-07-22,5:00:00,25.186,,,,,
17-07-22,5:10:00,25.113,,,,,
17-07-22,5:20:00,25.089,,,,,
17-07-22,5:30:00,25.04,,,,,
17-07-22,5:40:00,25.04,,,,,
17-07-22,5:50:00,25.016,,,,,
17-07-22,6:00:00,24.992,,,,,
17-07-22,6:10:00,24.992,,,,,
17-07-22,6:20:00,24.944,,,,,
17-07-22,6:30:00,24.919,,,,,
17-07-22,6:40:00,24.895,,,,,
17-07-22,6:50:00,24.895,,,,,
17-07-22,7:00:00,24.895,,,,,
17-07-22,7:10:00,24.895,,,,,
17-07-22,7:20:00,24.871,,,,,
17-07-22,7:30:00,24.895,,,,,
17-07-22,7:40:00,24.895,,,,,
17-07-22,7:50:00,24.895,,,,,
17-07-22,8:00:00,24.895,,,,,
17-07-22,8:10:00,24.919,,,,,
17-07-22,8:20:00,24.919,,,,,
17-07-22,8:30:00,24.919,,,,,
17-07-22,8:40:00,24.944,,,,,
17-07-22,8:50:00,24.968,,,,,
17-07-22,9:00:00,24.992,,,,,
17-07-22,9:10:00,25.016,,,,,
17-07-22,9:20:00,25.04,,,,,
17-07-22,9:30:00,25.137,,,,,
17-07-22,9:40:00,25.162,,,,,
17-07-22,9:50:00,25.258,,,,,
17-07-22,10:00:00,25.38,,,,,
17-07-22,10:10:00,25.501,,,,,
17-07-22,10:20:00,25.623,,,,,
17-07-22,10:30:00,25.72,,,,,
17-07-22,10:40:00,25.793,,,,,
17-07-22,10:50:00,25.914,,,,,
17-07-22,11:00:00,26.061,,,,,
17-07-22,11:10:00,26.085,,,,,
17-07-22,11:20:00,26.231,,,,,
17-07-22,11:30:00,26.353,,,,,
17-07-22,11:40:00,26.426,,,,,
17-07-22,11:50:00,26.573,,,,,
17-07-22,12:00:00,26.695,,,,,
17-07-22,12:10:00,26.867,,,,,
17-07-22,12:20:00,27.087,,,,,
17-07-22,12:30:00,27.087,,,,,
17-07-22,12:40:00,27.186,,,,,
17-07-22,12:50:00,27.284,,,,,
17-07-22,13:00:00,27.358,,,,,
17-07-22,13:10:00,27.481,,,,,
17-07-22,13:20:00,27.554,,,,,
17-07-22,13:30:00,27.628,,,,,
17-07-22,13:40:00,27.702,,,,,
17-07-22,13:50:00,27.776,,,,,
17-07-22,14:00:00,27.85,,,,,
17-07-22,14:10:00,28.023,,,,,
17-07-22,14:20:00,28.171,,,,,
17-07-22,14:30:00,28.221,,,,,
17-07-22,14:40:00,28.32,,,,,
17-07-22,14:50:00,28.419,,,,,
17-07-22,15:00:00,28.493,,,,,
17-07-22,15:10:00,28.568,,,,,
17-07-22,15:20:00,28.568,,,,,
17-07-22,15:30:00,28.493,,,,,
17-07-22,15:40:00,28.493,,,,,
17-07-22,15:50:00,28.543,,,,,
17-07-22,16:00:00,28.468,,,,,
17-07-22,16:10:00,28.468,,,,,
17-07-22,16:20:00,28.468,,,,,
17-07-22,16:30:00,28.468,,,,,
17-07-22,16:40:00,28.493,,,,,
17-07-22,16:50:00,28.468,,,,,
17-07-22,17:00:00,28.493,,,,,
17-07-22,17:10:00,28.419,,,,,
17-07-22,17:20:00,28.369,,,,,
17-07-22,17:30:00,28.32,,,,,
17-07-22,17:40:00,28.27,,,,,
17-07-22,17:50:00,28.196,,,,,
17-07-22,18:00:00,28.122,,,,,
17-07-22,18:10:00,28.072,,,,,
17-07-22,18:20:00,27.998,,,,,
17-07-22,18:30:00,27.899,,,,,
17-07-22,18:40:00,27.825,,,,,
17-07-22,18:50:00,27.727,,,,,
17-07-22,19:00:00,27.653,,,,,
17-07-22,19:10:00,27.579,,,,,
17-07-22,19:20:00,27.481,,,,,
17-07-22,19:30:00,27.431,,,,,
17-07-22,19:40:00,27.358,,,,,
17-07-22,19:50:00,27.308,,,,,
17-07-22,20:00:00,27.235,,,,,
17-07-22,20:10:00,27.186,,,,,
17-07-22,20:20:00,27.136,,,,,
17-07-22,20:30:00,27.112,,,,,
17-07-22,20:40:00,27.063,,,,,
17-07-22,20:50:00,26.989,,,,,
17-07-22,21:00:00,26.94,,,,,
17-07-22,21:10:00,26.891,,,,,
17-07-22,21:20:00,26.867,,,,,
17-07-22,21:30:00,26.818,,,,,
17-07-22,21:40:00,26.769,,,,,
17-07-22,21:50:00,26.72,,,,,
17-07-22,22:00:00,26.671,,,,,
17-07-22,22:10:00,26.622,,,,,
17-07-22,22:20:00,26.622,,,,,
17-07-22,22:30:00,26.573,,,,,
17-07-22,22:40:00,26.573,,,,,
17-07-22,22:50:00,26.549,,,,,
17-07-22,23:00:00,26.524,,,,,
17-07-22,23:10:00,26.5,,,,,
17-07-22,23:20:00,26.426,,,,,
17-07-22,23:30:00,26.378,,,,,
17-07-22,23:40:00,26.304,,,,,
17-07-22,23:50:00,26.256,,,,,
18-07-22,0:00:00,26.256,,,,,
18-07-22,0:10:00,26.231,,,,,
18-07-22,0:20:00,26.182,,,,,
18-07-22,0:30:00,26.158,,,,,
18-07-22,0:40:00,26.134,,,,,
18-07-22,0:50:00,26.109,,,,,
18-07-22,1:00:00,26.061,,,,,
18-07-22,1:10:00,26.061,,,,,
18-07-22,1:20:00,26.036,,,,,
18-07-22,1:30:00,26.012,,,,,
18-07-22,1:40:00,25.987,,,,,
18-07-22,1:50:00,25.963,,,,,
18-07-22,2:00:00,25.914,,,,,
18-07-22,2:10:00,25.866,,,,,
18-07-22,2:20:00,25.866,,,,,
18-07-22,2:30:00,25.817,,,,,
18-07-22,2:40:00,25.768,,,,,
18-07-22,2:50:00,25.72,,,,,
18-07-22,3:00:00,25.695,,,,,
18-07-22,3:10:00,25.671,,,,,
18-07-22,3:20:00,25.671,,,,,
18-07-22,3:30:00,25.647,,,,,
18-07-22,3:40:00,25.598,,,,,
18-07-22,3:50:00,25.55,,,,,
18-07-22,4:00:00,25.55,,,,,
18-07-22,4:10:00,25.525,,,,,
18-07-22,4:20:00,25.501,,,,,
18-07-22,4:30:00,25.477,,,,,
18-07-22,4:40:00,25.477,,,,,
18-07-22,4:50:00,25.453,,,,,
18-07-22,5:00:00,25.453,,,,,
18-07-22,5:10:00,25.428,,,,,
18-07-22,5:20:00,25.428,,,,,
18-07-22,5:30:00,25.404,,,,,
18-07-22,5:40:00,25.38,,,,,
18-07-22,5:50:00,25.38,,,,,
18-07-22,6:00:00,25.331,,,,,
18-07-22,6:10:00,25.258,,,,,
18-07-22,6:20:00,25.234,,,,,
18-07-22,6:30:00,25.234,,,,,
18-07-22,6:40:00,25.21,,,,,
18-07-22,6:50:00,25.21,,,,,
18-07-22,7:00:00,25.162,,,,,
18-07-22,7:10:00,25.137,,,,,
18-07-22,7:20:00,25.162,,,,,
18-07-22,7:30:00,25.186,,,,,
18-07-22,7:40:00,25.186,,,,,
18-07-22,7:50:00,25.162,,,,,
18-07-22,8:00:00,25.089,,,,,
18-07-22,8:10:00,25.04,,,,,
18-07-22,8:20:00,25.04,,,,,
18-07-22,8:30:00,25.016,,,,,
18-07-22,8:40:00,25.016,,,,,
18-07-22,8:50:00,25.04,,,,,
18-07-22,9:00:00,25.065,,,,,
18-07-22,9:10:00,25.089,,,,,
18-07-22,9:20:00,25.113,,,,,
18-07-22,9:30:00,25.186,,,,,
18-07-22,9:40:00,25.234,,,,,
18-07-22,9:50:00,25.307,,,,,
18-07-22,10:00:00,25.355,,,,,
18-07-22,10:10:00,25.477,,,,,
18-07-22,10:20:00,25.55,,,,,
18-07-22,10:30:00,25.598,,,,,
18-07-22,10:40:00,25.671,,,,,
18-07-22,10:50:00,25.695,,,,,
18-07-22,11:00:00,25.768,,,,,
18-07-22,11:10:00,25.841,,,,,
18-07-22,11:20:00,25.866,,,,,
18-07-22,11:30:00,25.939,,,,,
18-07-22,11:40:00,25.987,,,,,
18-07-22,11:50:00,26.085,,,,,
18-07-22,12:00:00,26.304,,,,,
18-07-22,12:10:00,26.524,,,,,
18-07-22,12:20:00,26.573,,,,,
18-07-22,12:30:00,26.671,,,,,
18-07-22,12:40:00,26.695,,,,,
18-07-22,12:50:00,26.72,,,,,
18-07-22,13:00:00,26.769,,,,,
18-07-22,13:10:00,26.867,,,,,
18-07-22,13:20:00,26.891,,,,,
18-07-22,13:30:00,26.965,,,,,
18-07-22,13:40:00,27.014,,,,,
18-07-22,13:50:00,27.014,,,,,
18-07-22,14:00:00,27.038,,,,,
18-07-22,14:10:00,27.014,,,,,
18-07-22,14:20:00,27.014,,,,,
18-07-22,14:30:00,27.063,,,,,
18-07-22,14:40:00,27.087,,,,,
18-07-22,14:50:00,27.063,,,,,
18-07-22,15:00:00,27.161,,,,,
18-07-22,15:10:00,27.21,,,,,
18-07-22,15:20:00,27.235,,,,,
18-07-22,15:30:00,27.259,,,,,
18-07-22,15:40:00,27.284,,,,,
18-07-22,15:50:00,27.382,,,,,
18-07-22,16:00:00,27.456,,,,,
18-07-22,16:10:00,27.456,,,,,
18-07-22,16:20:00,27.481,,,,,
18-07-22,16:30:00,27.481,,,,,
18-07-22,16:40:00,27.431,,,,,
18-07-22,16:50:00,27.382,,,,,
18-07-22,17:00:00,27.382,,,,,
18-07-22,17:10:00,27.284,,,,,
18-07-22,17:20:00,27.259,,,,,
18-07-22,17:30:00,27.21,,,,,
18-07-22,17:40:00,27.112,,,,,
18-07-22,17:50:00,27.038,,,,,
18-07-22,18:00:00,26.965,,,,,
18-07-22,18:10:00,26.867,,,,,
18-07-22,18:20:00,26.793,,,,,
18-07-22,18:30:00,26.695,,,,,
18-07-22,18:40:00,26.598,,,,,
18-07-22,18:50:00,26.549,,,,,
18-07-22,19:00:00,26.475,,,,,
18-07-22,19:10:00,26.402,,,,,
18-07-22,19:20:00,26.353,,,,,
18-07-22,19:30:00,26.304,,,,,
18-07-22,19:40:00,26.28,,,,,
18-07-22,19:50:00,26.231,,,,,
18-07-22,20:00:00,26.207,,,,,
18-07-22,20:10:00,26.158,,,,,
18-07-22,20:20:00,26.109,,,,,
18-07-22,20:30:00,26.061,,,,,
18-07-22,20:40:00,26.036,,,,,
18-07-22,20:50:00,26.012,,,,,
18-07-22,21:00:00,25.963,,,,,
18-07-22,21:10:00,25.939,,,,,
18-07-22,21:20:00,25.89,,,,,
18-07-22,21:30:00,25.866,,,,,
18-07-22,21:40:00,25.841,,,,,
18-07-22,21:50:00,25.817,,,,,
18-07-22,22:00:00,25.768,,,,,
18-07-22,22:10:00,25.72,,,,,
18-07-22,22:20:00,25.695,,,,,
18-07-22,22:30:00,25.671,,,,,
18-07-22,22:40:00,25.623,,,,,
18-07-22,22:50:00,25.574,,,,,
18-07-22,23:00:00,25.525,,,,,
18-07-22,23:10:00,25.501,,,,,
18-07-22,23:20:00,25.477,,,,,
18-07-22,23:30:00,25.477,,,,,
18-07-22,23:40:00,25.428,,,,,
18-07-22,23:50:00,25.428,,,,,
19-07-22,0:00:00,25.428,,,,,
19-07-22,0:10:00,25.404,,,,,
19-07-22,0:20:00,25.38,,,,,
19-07-22,0:30:00,25.38,,,,,
19-07-22,0:40:00,25.38,,,,,
19-07-22,0:50:00,25.38,,,,,
19-07-22,1:00:00,25.355,,,,,
19-07-22,1:10:00,25.307,,,,,
19-07-22,1:20:00,25.234,,,,,
19-07-22,1:30:00,25.186,,,,,
19-07-22,1:40:00,25.186,,,,,
19-07-22,1:50:00,25.162,,,,,
19-07-22,2:00:00,25.137,,,,,
19-07-22,2:10:00,25.113,,,,,
19-07-22,2:20:00,25.089,,,,,
19-07-22,2:30:00,25.089,,,,,
19-07-22,2:40:00,25.065,,,,,
19-07-22,2:50:00,25.04,,,,,
19-07-22,3:00:00,24.992,,,,,
19-07-22,3:10:00,24.968,,,,,
19-07-22,3:20:00,24.944,,,,,
19-07-22,3:30:00,24.919,,,,,
19-07-22,3:40:00,24.895,,,,,
19-07-22,3:50:00,24.871,,,,,
19-07-22,4:00:00,24.847,,,,,
19-07-22,4:10:00,24.798,,,,,
19-07-22,4:20:00,24.774,,,,,
19-07-22,4:30:00,24.75,,,,,
19-07-22,4:40:00,24.726,,,,,
19-07-22,4:50:00,24.677,,,,,
19-07-22,5:00:00,24.677,,,,,
19-07-22,5:10:00,24.653,,,,,
19-07-22,5:20:00,24.629,,,,,
19-07-22,5:30:00,24.629,,,,,
19-07-22,5:40:00,24.605,,,,,
19-07-22,5:50:00,24.605,,,,,
19-07-22,6:00:00,24.581,,,,,
19-07-22,6:10:00,24.557,,,,,
19-07-22,6:20:00,24.557,,,,,
19-07-22,6:30:00,24.532,,,,,
19-07-22,6:40:00,24.508,,,,,
19-07-22,6:50:00,24.46,,,,,
19-07-22,7:00:00,24.484,,,,,
19-07-22,7:10:00,24.46,,,,,
19-07-22,7:20:00,24.46,,,,,
19-07-22,7:30:00,24.46,,,,,
19-07-22,7:40:00,24.46,,,,,
19-07-22,7:50:00,24.484,,,,,
19-07-22,8:00:00,24.46,,,,,
19-07-22,8:10:00,24.484,,,,,
19-07-22,8:20:00,24.484,,,,,
19-07-22,8:30:00,24.484,,,,,
19-07-22,8:40:00,24.46,,,,,
19-07-22,8:50:00,24.484,,,,,
19-07-22,9:00:00,24.508,,,,,
19-07-22,9:10:00,24.508,,,,,
19-07-22,9:20:00,24.46,,,,,
19-07-22,9:30:00,24.46,,,,,
19-07-22,9:40:00,24.46,,,,,
19-07-22,9:50:00,24.532,,,,,
19-07-22,10:00:00,24.677,,,,,
19-07-22,10:10:00,24.702,,,,,
19-07-22,10:20:00,24.847,,,,,
19-07-22,10:30:00,24.968,,,,,
19-07-22,10:40:00,25.04,,,,,
19-07-22,10:50:00,25.21,,,,,
19-07-22,11:00:00,25.283,,,,,
19-07-22,11:10:00,25.453,,,,,
19-07-22,11:20:00,25.623,,,,,
19-07-22,11:30:00,25.817,,,,,
19-07-22,11:40:00,25.963,,,,,
19-07-22,11:50:00,26.036,,,,,
19-07-22,12:00:00,26.182,,,,,
19-07-22,12:10:00,26.402,,,,,
19-07-22,12:20:00,26.5,,,,,
19-07-22,12:30:00,26.72,,,,,
19-07-22,12:40:00,26.818,,,,,
19-07-22,12:50:00,26.94,,,,,
19-07-22,13:00:00,27.014,,,,,
19-07-22,13:10:00,27.038,,,,,
19-07-22,13:20:00,27.112,,,,,
19-07-22,13:30:00,27.161,,,,,
19-07-22,13:40:00,27.161,,,,,
19-07-22,13:50:00,27.259,,,,,
19-07-22,14:00:00,27.333,,,,,
19-07-22,14:10:00,27.481,,,,,
19-07-22,14:20:00,27.554,,,,,
19-07-22,14:30:00,27.628,,,,,
19-07-22,14:40:00,27.702,,,,,
19-07-22,14:50:00,27.801,,,,,
19-07-22,15:00:00,27.875,,,,,
19-07-22,15:10:00,27.949,,,,,
19-07-22,15:20:00,27.974,,,,,
19-07-22,15:30:00,28.023,,,,,
19-07-22,15:40:00,27.974,,,,,
19-07-22,15:50:00,27.924,,,,,
19-07-22,16:00:00,27.899,,,,,
19-07-22,16:10:00,27.899,,,,,
19-07-22,16:20:00,27.875,,,,,
19-07-22,16:30:00,27.899,,,,,
19-07-22,16:40:00,27.875,,,,,
19-07-22,16:50:00,27.875,,,,,
19-07-22,17:00:00,27.899,,,,,
19-07-22,17:10:00,27.85,,,,,
19-07-22,17:20:00,27.825,,,,,
19-07-22,17:30:00,27.801,,,,,
19-07-22,17:40:00,27.776,,,,,
19-07-22,17:50:00,27.702,,,,,
19-07-22,18:00:00,27.653,,,,,
19-07-22,18:10:00,27.579,,,,,
19-07-22,18:20:00,27.481,,,,,
19-07-22,18:30:00,27.407,,,,,
19-07-22,18:40:00,27.333,,,,,
19-07-22,18:50:00,27.259,,,,,
19-07-22,19:00:00,27.161,,,,,
19-07-22,19:10:00,27.087,,,,,
19-07-22,19:20:00,27.014,,,,,
19-07-22,19:30:00,26.94,,,,,
19-07-22,19:40:00,26.891,,,,,
19-07-22,19:50:00,26.818,,,,,
19-07-22,20:00:00,26.769,,,,,
19-07-22,20:10:00,26.72,,,,,
19-07-22,20:20:00,26.695,,,,,
19-07-22,20:30:00,26.671,,,,,
19-07-22,20:40:00,26.646,,,,,
19-07-22,20:50:00,26.622,,,,,
19-07-22,21:00:00,26.598,,,,,
19-07-22,21:10:00,26.573,,,,,
19-07-22,21:20:00,26.524,,,,,
19-07-22,21:30:00,26.5,,,,,
19-07-22,21:40:00,26.451,,,,,
19-07-22,21:50:00,26.402,,,,,
19-07-22,22:00:00,26.353,,,,,
19-07-22,22:10:00,26.304,,,,,
19-07-22,22:20:00,26.256,,,,,
19-07-22,22:30:00,26.207,,,,,
19-07-22,22:40:00,26.109,,,,,
19-07-22,22:50:00,26.036,,,,,
19-07-22,23:00:00,25.963,,,,,
19-07-22,23:10:00,25.963,,,,,
19-07-22,23:20:00,25.963,,,,,
19-07-22,23:30:00,25.963,,,,,
19-07-22,23:40:00,25.939,,,,,
19-07-22,23:50:00,25.914,,,,,
20-07-22,0:00:00,25.914,,,,,
20-07-22,0:10:00,25.841,,,,,
20-07-22,0:20:00,25.841,,,,,
20-07-22,0:30:00,25.817,,,,,
20-07-22,0:40:00,25.793,,,,,
20-07-22,0:50:00,25.768,,,,,
20-07-22,1:00:00,25.744,,,,,
20-07-22,1:10:00,25.695,,,,,
20-07-22,1:20:00,25.671,,,,,
20-07-22,1:30:00,25.647,,,,,
20-07-22,1:40:00,25.623,,,,,
20-07-22,1:50:00,25.598,,,,,
20-07-22,2:00:00,25.574,,,,,
20-07-22,2:10:00,25.525,,,,,
20-07-22,2:20:00,25.501,,,,,
20-07-22,2:30:00,25.477,,,,,
20-07-22,2:40:00,25.477,,,,,
20-07-22,2:50:00,25.428,,,,,
20-07-22,3:00:00,25.404,,,,,
20-07-22,3:10:00,25.38,,,,,
20-07-22,3:20:00,25.307,,,,,
20-07-22,3:30:00,25.283,,,,,
20-07-22,3:40:00,25.234,,,,,
20-07-22,3:50:00,25.234,,,,,
20-07-22,4:00:00,25.234,,,,,
20-07-22,4:10:00,25.21,,,,,
20-07-22,4:20:00,25.186,,,,,
20-07-22,4:30:00,25.186,,,,,
20-07-22,4:40:00,25.162,,,,,
20-07-22,4:50:00,25.113,,,,,
20-07-22,5:00:00,25.089,,,,,
20-07-22,5:10:00,25.065,,,,,
20-07-22,5:20:00,25.016,,,,,
20-07-22,5:30:00,24.968,,,,,
20-07-22,5:40:00,24.944,,,,,
20-07-22,5:50:00,24.919,,,,,
20-07-22,6:00:00,24.871,,,,,
20-07-22,6:10:00,24.847,,,,,
20-07-22,6:20:00,24.847,,,,,
20-07-22,6:30:00,24.823,,,,,
20-07-22,6:40:00,24.823,,,,,
20-07-22,6:50:00,24.774,,,,,
20-07-22,7:00:00,24.75,,,,,
20-07-22,7:10:00,24.75,,,,,
20-07-22,7:20:00,24.75,,,,,
20-07-22,7:30:00,24.75,,,,,
20-07-22,7:40:00,24.774,,,,,
20-07-22,7:50:00,24.798,,,,,
20-07-22,8:00:00,24.798,,,,,
20-07-22,8:10:00,24.798,,,,,
20-07-22,8:20:00,24.774,,,,,
20-07-22,8:30:00,24.75,,,,,
20-07-22,8:40:00,24.75,,,,,
20-07-22,8:50:00,24.726,,,,,
20-07-22,9:00:00,24.75,,,,,
20-07-22,9:10:00,24.726,,,,,
20-07-22,9:20:00,24.75,,,,,
20-07-22,9:30:00,24.774,,,,,
20-07-22,9:40:00,24.847,,,,,
20-07-22,9:50:00,24.944,,,,,
20-07-22,10:00:00,25.016,,,,,
20-07-22,10:10:00,24.992,,,,,
20-07-22,10:20:00,25.137,,,,,
20-07-22,10:30:00,25.186,,,,,
20-07-22,10:40:00,25.355,,,,,
20-07-22,10:50:00,25.428,,,,,
20-07-22,11:00:00,25.501,,,,,
20-07-22,11:10:00,25.598,,,,,
20-07-22,11:20:00,25.671,,,,,
20-07-22,11:30:00,25.793,,,,,
20-07-22,11:40:00,25.914,,,,,
20-07-22,11:50:00,26.012,,,,,
20-07-22,12:00:00,26.158,,,,,
20-07-22,12:10:00,26.28,,,,,
20-07-22,12:20:00,26.378,,,,,
20-07-22,12:30:00,26.426,,,,,
20-07-22,12:40:00,26.5,,,,,
20-07-22,12:50:00,26.646,,,,,
20-07-22,13:00:00,26.744,,,,,
20-07-22,13:10:00,26.818,,,,,
20-07-22,13:20:00,26.867,,,,,
20-07-22,13:30:00,26.94,,,,,
20-07-22,13:40:00,27.087,,,,,
20-07-22,13:50:00,27.112,,,,,
20-07-22,14:00:00,27.259,,,,,
20-07-22,14:10:00,27.333,,,,,
20-07-22,14:20:00,27.358,,,,,
20-07-22,14:30:00,27.481,,,,,
20-07-22,14:40:00,27.505,,,,,
20-07-22,14:50:00,27.579,,,,,
20-07-22,15:00:00,27.628,,,,,
20-07-22,15:10:00,27.751,,,,,
20-07-22,15:20:00,27.727,,,,,
20-07-22,15:30:00,27.751,,,,,
20-07-22,15:40:00,27.776,,,,,
20-07-22,15:50:00,27.801,,,,,
20-07-22,16:00:00,27.801,,,,,
20-07-22,16:10:00,27.801,,,,,
20-07-22,16:20:00,27.801,,,,,
20-07-22,16:30:00,27.825,,,,,
20-07-22,16:40:00,27.751,,,,,
20-07-22,16:50:00,27.751,,,,,
20-07-22,17:00:00,27.727,,,,,
20-07-22,17:10:00,27.776,,,,,
20-07-22,17:20:00,27.776,,,,,
20-07-22,17:30:00,27.751,,,,,
20-07-22,17:40:00,27.677,,,,,
20-07-22,17:50:00,27.677,,,,,
20-07-22,18:00:00,27.628,,,,,
20-07-22,18:10:00,27.579,,,,,
20-07-22,18:20:00,27.505,,,,,
20-07-22,18:30:00,27.407,,,,,
20-07-22,18:40:00,27.308,,,,,
20-07-22,18:50:00,27.21,,,,,
20-07-22,19:00:00,27.087,,,,,
20-07-22,19:10:00,27.014,,,,,
20-07-22,19:20:00,26.94,,,,,
20-07-22,19:30:00,26.891,,,,,
20-07-22,19:40:00,26.842,,,,,
20-07-22,19:50:00,26.793,,,,,
20-07-22,20:00:00,26.744,,,,,
20-07-22,20:10:00,26.671,,,,,
20-07-22,20:20:00,26.622,,,,,
20-07-22,20:30:00,26.549,,,,,
20-07-22,20:40:00,26.524,,,,,
